id,category_id,farm_name,location,phone,description,original_program,region_zone,distance_guide,imageUrl,is_real
77,2,햇살초록 치유농장,강원도 강릉시 자연로 532,033-9172-2955,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","싱잉볼 명상 및 다도 체험","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=77","dummy"
78,2,별빛바람 농원,경상북도 영주시 자연로 451,054-3949-1087,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","번아웃 극복 요가 및 감귤 수확","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=78","dummy"
79,2,황금별빛 수목원,경기도 안성시 별빛로 858,031-6461-6878,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","싱잉볼 명상 및 다도 체험","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=79","dummy"
80,2,마음초록 치유농장,강원도 강릉시 수목원로 215,033-4031-1070,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=80","dummy"
81,2,별빛마음 쉼터,강원도 강릉시 자연로 432,033-2854-7391,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=81","dummy"
82,2,푸른별빛 수목원,경기도 안성시 수목원로 273,031-9413-1877,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","싱잉볼 명상 및 다도 체험","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=82","dummy"
83,2,자연햇살 농원,경상북도 영주시 힐링로 24,054-2480-6048,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=83","dummy"
84,2,초록자연 힐링센터,충청남도 아산시 퇴계로 433,041-1175-3522,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","번아웃 극복 요가 및 감귤 수확","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=84","dummy"
85,2,은빛자연 수목원,경기도 이천시 평화로 460,031-9574-4110,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=85","dummy"
86,2,초록은빛 농원,제주특별자치도 서귀포시 평화로 968,064-3642-2469,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=86","dummy"
87,2,은빛햇살 체험마을,경기도 이천시 퇴계로 214,031-683-3558,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","싱잉볼 명상 및 다도 체험","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=87","dummy"
88,2,별빛푸른 수목원,경상북도 영주시 수목원로 817,054-7841-7296,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=88","dummy"
89,2,청정청정 힐링센터,강원도 강릉시 수목원로 674,033-1802-2430,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","번아웃 극복 요가 및 감귤 수확","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=89","dummy"
90,2,마음청정 수목원,충청남도 아산시 산림로 801,041-9663-5947,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=90","dummy"
91,2,초록햇살 농원,경상북도 영주시 수목원로 865,054-3115-9741,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","싱잉볼 명상 및 다도 체험","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=91","dummy"
92,2,별빛푸른 쉼터,경상북도 영주시 산림로 533,054-9878-2656,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=92","dummy"
93,2,청정은빛 힐링센터,충청남도 아산시 퇴계로 381,041-4953-8625,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=93","dummy"
94,2,은빛황금 쉼터,충청북도 청주시 힐링로 204,043-2871-1650,"[40대 맞춤] 고요한 자연 속에서의 완전한 고립과 깊은 휴식을 통해 무거운 짐을 내려놓고 재충전의 시간을 가집니다.","디지털 디톡스 및 숲속 멍때리기","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=94","dummy"
95,3,황금별빛 힐링센터,경기도 이천시 힐링로 773,031-7003-3903,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=95","dummy"
96,3,별빛자연 쉼터,제주특별자치도 서귀포시 수목원로 999,064-2324-9298,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=96","dummy"
97,3,하늘은빛 수목원,경기도 안성시 청정로 901,031-8705-9151,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=97","dummy"
98,3,황금청정 수목원,전라남도 나주시 수목원로 805,061-4481-6535,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=98","dummy"
99,3,마음자연 치유농장,경상북도 안동시 퇴계로 708,054-8550-3354,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=99","dummy"
100,3,마음마음 수목원,경기도 이천시 산림로 702,031-6643-3929,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=100","dummy"
101,3,은빛청정 치유의숲,충청남도 아산시 별빛로 513,041-185-8710,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=101","dummy"
102,3,바람청정 쉼터,충청북도 청주시 별빛로 231,043-1195-7993,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=102","dummy"
103,3,초록바람 치유농장,경상북도 안동시 수목원로 886,054-6922-2445,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=103","dummy"
104,3,하늘푸른 치유농장,경상북도 안동시 퇴계로 731,054-5878-6982,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=104","dummy"
105,3,은빛청정 쉼터,충청남도 아산시 별빛로 747,041-9743-6589,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=105","dummy"
106,3,푸른마음 치유의숲,충청남도 아산시 별빛로 208,041-7782-8021,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=106","dummy"
107,3,바람청정 치유의숲,경기도 이천시 자연로 978,031-5940-9919,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=107","dummy"
108,3,바람자연 수목원,경기도 안성시 퇴계로 121,031-9248-3105,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=108","dummy"
109,3,황금하늘 쉼터,경기도 이천시 수목원로 410,031-8284-2050,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=109","dummy"
110,3,바람자연 농원,강원도 강릉시 수목원로 755,033-8100-2916,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=110","dummy"
111,3,바람은빛 힐링센터,경기도 안성시 평화로 201,031-4313-2468,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=111","dummy"
112,3,바람마음 치유의숲,경기도 안성시 평화로 887,031-1171-7918,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=112","dummy"
113,3,초록하늘 체험마을,경상북도 안동시 퇴계로 425,054-944-2538,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=113","dummy"
114,3,초록초록 수목원,경상북도 영주시 힐링로 377,054-5820-2033,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=114","dummy"
115,3,마음별빛 치유농장,제주특별자치도 서귀포시 별빛로 402,064-8293-6265,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=115","dummy"
116,3,햇살바람 체험마을,충청남도 아산시 자연로 156,041-5339-8728,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=116","dummy"
117,3,은빛푸른 쉼터,충청남도 아산시 별빛로 859,041-2651-4407,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=117","dummy"
118,3,하늘은빛 치유의숲,충청남도 아산시 자연로 933,041-2765-4225,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=118","dummy"
119,3,바람하늘 체험마을,경상북도 안동시 별빛로 475,054-4518-8149,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=119","dummy"
120,3,별빛청정 힐링센터,충청북도 청주시 별빛로 101,043-5377-7271,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=120","dummy"
121,3,황금은빛 치유의숲,제주특별자치도 서귀포시 청정로 793,064-1039-3638,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","목공예 체험 및 전원생활 실습","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=121","dummy"
122,3,은빛하늘 체험마을,전라북도 전주시 자연로 622,063-3951-5760,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=122","dummy"
123,3,자연초록 수목원,경상북도 영주시 평화로 598,054-6417-9973,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=123","dummy"
124,3,하늘청정 치유의숲,전라남도 나주시 산림로 353,061-9732-3102,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=124","dummy"
125,3,초록마음 치유의숲,충청북도 청주시 별빛로 275,043-3901-4214,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","자연 밥상 요리 교실 및 산책","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=125","dummy"
126,3,황금황금 치유농장,충청남도 아산시 자연로 952,041-3242-8329,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=126","dummy"
127,3,마음바람 쉼터,강원도 강릉시 산림로 334,033-747-2647,"[50대 맞춤] 농촌 생활을 미리 경험해보고 흙을 만지며 마음의 평안과 새로운 삶의 방향성을 탐색해 봅니다.","귀농귀촌 기초 교육 및 텃밭 가꾸기","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=127","dummy"
128,4,바람자연 치유농장,경기도 이천시 산림로 935,031-7666-8129,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=128","dummy"
129,4,은빛은빛 치유농장,경기도 안성시 청정로 671,031-1771-7790,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=129","dummy"
130,4,청정햇살 치유의숲,충청남도 아산시 별빛로 784,041-2194-7042,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=130","dummy"
131,4,푸른황금 힐링센터,전라북도 전주시 자연로 444,063-7175-3616,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=131","dummy"
132,4,자연자연 농원,강원도 강릉시 별빛로 518,033-2496-4233,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=132","dummy"
133,4,마음자연 힐링센터,경상북도 영주시 평화로 97,054-5058-3903,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=133","dummy"
134,4,하늘청정 체험마을,경기도 이천시 수목원로 237,031-9152-4796,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=134","dummy"
135,4,별빛햇살 농원,전라북도 전주시 자연로 273,063-3967-3481,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=135","dummy"
136,4,자연푸른 체험마을,충청남도 아산시 평화로 420,041-8503-5956,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=136","dummy"
137,4,마음하늘 농원,경기도 안성시 평화로 447,031-9021-6081,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=137","dummy"
138,4,청정푸른 치유의숲,경상북도 안동시 자연로 343,054-2184-8226,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=138","dummy"
139,4,햇살별빛 체험마을,경상북도 안동시 별빛로 492,054-5847-7107,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=139","dummy"
140,4,바람햇살 농원,충청남도 아산시 평화로 106,041-250-6681,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=140","dummy"
141,4,하늘초록 치유의숲,경상북도 안동시 산림로 247,054-3039-6445,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=141","dummy"
142,4,마음청정 쉼터,경상북도 안동시 청정로 755,054-7117-7093,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=142","dummy"
143,4,햇살황금 농원,강원도 강릉시 수목원로 548,033-7191-1092,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=143","dummy"
144,4,하늘자연 체험마을,충청남도 아산시 청정로 159,041-9915-6634,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=144","dummy"
145,4,바람푸른 체험마을,제주특별자치도 서귀포시 별빛로 345,064-7540-1887,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=145","dummy"
146,4,햇살마음 수목원,경기도 이천시 자연로 187,031-8153-3986,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=146","dummy"
147,4,자연은빛 치유의숲,강원도 강릉시 산림로 660,033-4630-7575,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=147","dummy"
148,4,푸른초록 쉼터,경상북도 안동시 수목원로 266,054-5425-3213,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=148","dummy"
149,4,하늘청정 농원,충청남도 아산시 평화로 931,041-6103-3751,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=149","dummy"
150,4,하늘은빛 체험마을,충청북도 청주시 별빛로 635,043-759-1907,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","시니어 건강 증진 산책 및 원예 치료","가까운 힐링","당일~1박2일 추천 코스","https://loremflickr.com/800/600/forest,healing/all?lock=150","dummy"
151,4,하늘초록 치유의숲,강원도 강릉시 평화로 531,033-8199-1667,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=151","dummy"
152,4,바람마음 치유의숲,제주특별자치도 서귀포시 청정로 21,064-1180-2186,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=152","dummy"
153,4,은빛하늘 쉼터,경상북도 영주시 별빛로 299,054-3241-6313,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","전통 장 담그기 및 한방 족욕","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=153","dummy"
154,4,은빛황금 치유의숲,충청남도 아산시 청정로 36,041-8566-4177,"[60대 맞춤] 원예 치료와 가벼운 산책을 통해 정서적 안정감과 삶의 활력을 되찾아 드립니다.","반려식물 키우기 및 미술 치료","힐링 여행","1박2일~2박3일 여행 코스","https://loremflickr.com/800/600/forest,healing/all?lock=154","dummy"
